Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.5994,Mon Jun 11 02:33:09 +0000 2018,0.698,0.0,0.302,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,129,@CBS
0.4215,Mon Jun 11 02:29:18 +0000 2018,0.877,0.0,0.123,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",130,@CBS
0.8932,Mon Jun 11 02:23:56 +0000 2018,0.483,0.0,0.517,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,131,@CBS
0.0,Mon Jun 11 02:21:03 +0000 2018,1.0,0.0,0.0,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",132,@CBS
0.0,Mon Jun 11 02:16:06 +0000 2018,1.0,0.0,0.0,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,133,@CBS
0.8908,Mon Jun 11 02:11:03 +0000 2018,0.509,0.0,0.491,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,134,@CBS
0.0,Mon Jun 11 02:05:47 +0000 2018,1.0,0.0,0.0,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,135,@CBS
0.4926,Mon Jun 11 02:03:31 +0000 2018,0.738,0.0,0.262,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,136,@CBS
0.5093,Mon Jun 11 01:58:48 +0000 2018,0.477,0.0,0.523,@writerlindsayb You're welcome! #TonyAwards,137,@CBS
0.7579,Mon Jun 11 01:53:17 +0000 2018,0.519,0.0,0.481,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,138,@CBS
0.6467,Mon Jun 11 01:51:16 +0000 2018,0.752,0.0,0.248,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",139,@CBS
0.0,Mon Jun 11 01:38:23 +0000 2018,1.0,0.0,0.0,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,140,@CBS
0.636,Mon Jun 11 01:37:36 +0000 2018,0.724,0.0,0.276,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,141,@CBS
0.8834,Mon Jun 11 01:30:56 +0000 2018,0.437,0.0,0.563,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,142,@CBS
0.0,Mon Jun 11 01:29:21 +0000 2018,1.0,0.0,0.0,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,143,@CBS
0.7351,Mon Jun 11 01:26:03 +0000 2018,0.625,0.079,0.296,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,144,@CBS
0.0,Mon Jun 11 01:25:59 +0000 2018,1.0,0.0,0.0,RT @KatLargent: MAGIC #TonyAwards,145,@CBS
0.0,Mon Jun 11 01:24:46 +0000 2018,1.0,0.0,0.0,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,146,@CBS
0.4019,Mon Jun 11 01:24:12 +0000 2018,0.838,0.0,0.162,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,147,@CBS
0.9151,Mon Jun 11 01:19:59 +0000 2018,0.543,0.0,0.457,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,148,@CBS
0.6369,Mon Jun 11 01:12:31 +0000 2018,0.625,0.0,0.375,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,149,@CBS
0.1511,Mon Jun 11 01:08:28 +0000 2018,0.898,0.0,0.102,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,150,@CBS
0.1531,Mon Jun 11 01:08:24 +0000 2018,0.852,0.0,0.148,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,151,@CBS
0.8834,Mon Jun 11 01:02:47 +0000 2018,0.437,0.0,0.563,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,152,@CBS
0.0,Mon Jun 11 00:58:06 +0000 2018,1.0,0.0,0.0,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,153,@CBS
0.2714,Mon Jun 11 00:52:34 +0000 2018,0.793,0.0,0.207,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,154,@CBS
0.0,Mon Jun 11 00:51:11 +0000 2018,1.0,0.0,0.0,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,155,@CBS
0.8883,Mon Jun 11 00:50:18 +0000 2018,0.433,0.0,0.567,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,156,@CBS
0.9134,Mon Jun 11 00:45:14 +0000 2018,0.387,0.0,0.613,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,157,@CBS
0.0,Mon Jun 11 00:44:36 +0000 2018,1.0,0.0,0.0,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,158,@CBS
0.25,Mon Jun 11 00:35:41 +0000 2018,0.92,0.0,0.08,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",159,@CBS
0.4588,Mon Jun 11 00:34:45 +0000 2018,0.85,0.0,0.15,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,160,@CBS
0.0,Mon Jun 11 00:31:28 +0000 2018,1.0,0.0,0.0,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",161,@CBS
0.3612,Mon Jun 11 00:27:42 +0000 2018,0.737,0.0,0.263,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,162,@CBS
0.8908,Mon Jun 11 00:27:00 +0000 2018,0.43,0.0,0.57,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,163,@CBS
0.0,Mon Jun 11 00:24:31 +0000 2018,1.0,0.0,0.0,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,164,@CBS
0.0,Mon Jun 11 00:22:15 +0000 2018,1.0,0.0,0.0,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,165,@CBS
0.6369,Mon Jun 11 00:22:15 +0000 2018,0.588,0.0,0.412,RT @misschae: I love theatre so much. #TonyAwards,166,@CBS
0.0,Mon Jun 11 00:18:16 +0000 2018,1.0,0.0,0.0,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,167,@CBS
0.6369,Mon Jun 11 00:13:27 +0000 2018,0.756,0.0,0.244,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",168,@CBS
0.8834,Mon Jun 11 00:12:31 +0000 2018,0.437,0.0,0.563,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,169,@CBS
0.6696,Mon Jun 11 00:06:39 +0000 2018,0.64,0.0,0.36,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",170,@CBS
0.3182,Mon Jun 11 00:04:15 +0000 2018,0.85,0.0,0.15,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,171,@CBS
0.0,Sun Jun 10 23:59:00 +0000 2018,1.0,0.0,0.0,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,172,@CBS
0.4374,Sun Jun 10 23:18:15 +0000 2018,0.855,0.0,0.145,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,173,@CBS
0.0,Sun Jun 10 22:01:25 +0000 2018,1.0,0.0,0.0,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",174,@CBS
0.4184,Sun Jun 10 15:00:01 +0000 2018,0.843,0.0,0.157,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,175,@CBS
0.68,Sat Jun 09 21:00:02 +0000 2018,0.763,0.0,0.237,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,176,@CBS
0.0,Sat Jun 09 16:00:00 +0000 2018,1.0,0.0,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,177,@CBS
0.296,Fri Jun 08 19:46:17 +0000 2018,0.82,0.0,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,178,@CBS
0.0,Fri Jun 08 15:00:03 +0000 2018,1.0,0.0,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,179,@CBS
0.9078,Fri Jun 08 13:58:15 +0000 2018,0.564,0.0,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",180,@CBS
0.3612,Thu Jun 07 17:03:26 +0000 2018,0.872,0.0,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",181,@CBS
0.2732,Wed Jun 06 21:00:24 +0000 2018,0.719,0.105,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,182,@CBS
0.3595,Wed Jun 06 00:08:30 +0000 2018,0.872,0.0,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",183,@CBS
-0.4404,Tue Jun 05 22:23:35 +0000 2018,0.723,0.177,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",184,@CBS
0.4574,Tue Jun 05 22:12:28 +0000 2018,0.824,0.0,0.176,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,185,@CBS
0.5093,Tue Jun 05 19:00:02 +0000 2018,0.845,0.0,0.155,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,186,@CBS
0.0,Tue Jun 05 15:04:41 +0000 2018,1.0,0.0,0.0,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",187,@CBS
0.0,Mon Jun 04 17:00:00 +0000 2018,1.0,0.0,0.0,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",188,@CBS
-0.3903,Fri Jun 01 17:39:17 +0000 2018,0.807,0.131,0.062,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",189,@CBS
0.8442,Fri Jun 01 17:00:03 +0000 2018,0.664,0.0,0.336,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,190,@CBS
0.8932,Thu May 31 23:50:00 +0000 2018,0.545,0.0,0.455,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",191,@CBS
0.4926,Wed May 30 15:07:34 +0000 2018,0.849,0.0,0.151,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",192,@CBS
0.0,Mon May 28 21:00:01 +0000 2018,1.0,0.0,0.0,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",193,@CBS
0.0,Mon May 28 02:08:19 +0000 2018,1.0,0.0,0.0,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,194,@CBS
0.6239,Wed May 23 23:07:38 +0000 2018,0.797,0.0,0.203,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,195,@CBS
0.5859,Wed May 23 19:02:43 +0000 2018,0.826,0.0,0.174,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",196,@CBS
0.1139,Tue May 22 23:19:40 +0000 2018,0.917,0.0,0.083,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,197,@CBS
0.0,Tue May 22 20:02:22 +0000 2018,1.0,0.0,0.0,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",198,@CBS
0.0,Mon May 21 23:00:01 +0000 2018,1.0,0.0,0.0,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,199,@CBS
0.3382,Sun May 20 20:00:00 +0000 2018,0.808,0.061,0.131,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,200,@CBS
0.0,Thu Jun 28 03:45:08 +0000 2018,1.0,0.0,0.0,Yet another sign that San Francisco's housing market is out of control https://t.co/NAQvDDNmCK https://t.co/n6FgPyfbfa,201,@CNN
0.0,Thu Jun 28 03:30:15 +0000 2018,1.0,0.0,0.0,Britain's royal family made even more money in 2017 https://t.co/Sv5RHDe7Ud https://t.co/4jbRSTz7rL,202,@CNN
0.0,Thu Jun 28 03:15:08 +0000 2018,1.0,0.0,0.0,A guide to Rajasthan's color-coded royal cities https://t.co/8tQ6FYfQrn https://t.co/ngUojMOxFS,203,@CNN
0.0,Thu Jun 28 03:00:19 +0000 2018,1.0,0.0,0.0,Trump and Putin are meeting. What could possibly go wrong?https://t.co/3CKhQUQcrT (via @CNNOpinion) https://t.co/5OObU5dVfc,204,@CNN
-0.5574,Thu Jun 28 02:45:05 +0000 2018,0.783,0.217,0.0,This is how the travel ban is impacting families near and far https://t.co/kFp8LlZZqC https://t.co/AzjoIKKFtq,205,@CNN
-0.5267,Thu Jun 28 02:30:07 +0000 2018,0.825,0.175,0.0,"Democrats are in danger of going too far left for 2018, writes Joe Cunningham for @CNNOpinion… https://t.co/5t5TFUhaq7",206,@CNN
0.0,Thu Jun 28 02:21:57 +0000 2018,1.0,0.0,0.0,RT @CuomoPrimeTime: DNC Chair @TomPerez: Dems can “absolutely” retake the Senate #CuomoPrimeTime https://t.co/ZO8ELDK9dK https://t.co/qdfxz…,207,@CNN
-0.6124,Thu Jun 28 02:19:54 +0000 2018,0.792,0.208,0.0,"RT @CuomoPrimeTime: “It’s not a trophy, its the future of America.” 

Democrat Sen. @AmyKlobuchar’s warning on the coming fight in the Sena…",208,@CNN
0.0,Thu Jun 28 02:18:40 +0000 2018,1.0,0.0,0.0,RT @CuomoPrimeTime: GOP @SenJohnKennedy tells @ChrisCuomo he believes Senate Majority Leader McConnell will manage to rally Republicans to…,209,@CNN
-0.4588,Thu Jun 28 02:15:05 +0000 2018,0.812,0.188,0.0,Democrats: Don't jump to conclusions about Rep. Joe Crowley's defeat https://t.co/i5pQTQtHBT (via @CNNOpinion) https://t.co/vyriQYZHJq,210,@CNN
0.5574,Thu Jun 28 02:00:21 +0000 2018,0.783,0.0,0.217,Supreme Court won't have the last word on worker rights https://t.co/WwDXEZk2t2 (via @CNNOpinion) https://t.co/D172EA0VGr,211,@CNN
0.4939,Thu Jun 28 01:45:06 +0000 2018,0.714,0.0,0.286,How a rap lyric inspired a multimillion-dollar online platform https://t.co/8Cuwc2qHuR https://t.co/mvY9eVjFp1,212,@CNN
-0.5423,Thu Jun 28 01:35:05 +0000 2018,0.8,0.2,0.0,"President Trump calls Rep. Joe Crowley a ""slovenly man"" who ""got his ass kicked"" https://t.co/zDtfWluoaS https://t.co/69YjlWrecr",213,@CNN
0.1796,Thu Jun 28 01:30:09 +0000 2018,0.644,0.158,0.199,"Justice Anthony Kennedy's departure is deeply worrying, writes Richard Lazarus for @CNNOpinion… https://t.co/AwgeJSjFHU",214,@CNN
0.6808,Thu Jun 28 01:25:03 +0000 2018,0.763,0.0,0.237,"President Trump says Justice Kennedy's retirement ""makes the issue of Senate control one of the vital issues of our… https://t.co/mhMFWjveYE",215,@CNN
-0.7579,Thu Jun 28 01:20:08 +0000 2018,0.649,0.351,0.0,"President Trump mocks Rep. Joe Crowley, saying he ""got his ass kicked"" https://t.co/csUN8OqC04 https://t.co/uD18bh9Xie",216,@CNN
0.2732,Thu Jun 28 01:15:10 +0000 2018,0.89,0.0,0.11,Former Fox News executive Bill Shine has accepted a senior position in President Trump's administration. His road t… https://t.co/496lLGmcQb,217,@CNN
-0.6705,Thu Jun 28 01:07:23 +0000 2018,0.667,0.333,0.0,"President Trump mocks Hillary Clinton at rally, laments on Russia investigation https://t.co/jqbtScmY7M https://t.co/F4CVqW9xQj",218,@CNN
0.7906,Thu Jun 28 01:00:08 +0000 2018,0.72,0.0,0.28,President Trump says he wants to choose a Supreme Court justice who will be there for 40 or 45 years… https://t.co/vwewpy020x,219,@CNN
-0.6705,Thu Jun 28 00:55:08 +0000 2018,0.566,0.302,0.132,"President Trump says he's ""more exciting"" and ""a hell of a lot more dangerous"" than the NFL https://t.co/6ScuukTqDb https://t.co/OhZu6WojEd",220,@CNN
0.0,Thu Jun 28 00:50:05 +0000 2018,1.0,0.0,0.0,President Trump begins North Dakota rally with remarks on crowd sizes https://t.co/Cpk8qcuyUW https://t.co/SoV2zjrgTE,221,@CNN
0.0,Thu Jun 28 00:45:00 +0000 2018,1.0,0.0,0.0,"""I think that we do need to elect a generation of new people to Congress on both parties,” says Ocasio-Cortez, addi… https://t.co/dkfFH9ywcm",222,@CNN
0.8807,Thu Jun 28 00:31:07 +0000 2018,0.651,0.0,0.349,"""So many people across the country are inspired by this win and inspired about this race because of what it represe… https://t.co/VwrdWR4YPD",223,@CNN
0.0,Thu Jun 28 00:23:38 +0000 2018,1.0,0.0,0.0,"Money isn't everything in a political race “if you really understand your community,"" Alexandria Ocasio-Cortez says… https://t.co/aYylUfAQuq",224,@CNN
-0.6597,Thu Jun 28 00:00:05 +0000 2018,0.707,0.293,0.0,Senate Democrats are powerless to stop Trump SCOTUS pick https://t.co/wR3A8bDIJj | Analysis by Chris Cillizza https://t.co/XoMCpBzzJa,225,@CNN
-0.25,Wed Jun 27 23:44:06 +0000 2018,0.762,0.143,0.095,"Ben Jealous, a former NAACP leader endorsed by Bernie Sanders, moved a step closer to becoming Maryland's first bla… https://t.co/2jUyBLvNIe",226,@CNN
0.0,Wed Jun 27 23:37:04 +0000 2018,1.0,0.0,0.0,"The Netherlands is banning face coverings, including burqas and niqabs, in public spaces such as schools, hospitals… https://t.co/VkwfiLLjXe",227,@CNN
0.3612,Wed Jun 27 23:30:11 +0000 2018,0.815,0.0,0.185,Google's eerily human phone bot is ready for the real world https://t.co/Y5dD19nsZR,228,@CNN
-0.25,Wed Jun 27 23:23:05 +0000 2018,0.867,0.133,0.0,Beer is being rationed in the UK because of a shortage of carbon dioxide https://t.co/K56oMw0jBP,229,@CNN
0.2732,Wed Jun 27 23:16:46 +0000 2018,0.659,0.138,0.204,"Report highlights gender discrimination, lack of female representation in Justice Department https://t.co/BjDzDUUb9d https://t.co/OvyJmlPnJK",230,@CNN
0.0,Wed Jun 27 23:07:51 +0000 2018,1.0,0.0,0.0,"Trump ""has been the one that has caused what we see happening today where people are trying to push back on his pol… https://t.co/X3vBWK988W",231,@CNN
0.0,Wed Jun 27 22:56:00 +0000 2018,1.0,0.0,0.0,"Trump ""has been the one that has caused what we see happening today where people are trying to push back on his pol… https://t.co/zDfrHdUigV",232,@CNN
0.0516,Wed Jun 27 22:49:41 +0000 2018,0.708,0.142,0.151,"When one of his customers was choking, this Chick-fil-A employee stepped in to save him https://t.co/zrAZWw7NNB https://t.co/ULfqKipgDB",233,@CNN
0.0,Wed Jun 27 22:42:28 +0000 2018,1.0,0.0,0.0,Boeing's hypersonic passenger plane could get you from New York to London in 2 hours https://t.co/eqgR0d4td7 https://t.co/TQMnwnbR5Y,234,@CNN
0.0,Wed Jun 27 22:35:09 +0000 2018,1.0,0.0,0.0,"In the 9 months leading up to this weekend's presidential election in Mexico, 130 candidates have been killed… https://t.co/8bTYXy45eK",235,@CNN
0.5574,Wed Jun 27 22:28:00 +0000 2018,0.859,0.0,0.141,"The Supreme Court “should be made up of people who can base their decisions on the law, the facts, precedent, and u… https://t.co/GU0B9jSyAn",236,@CNN
0.0,Wed Jun 27 22:21:47 +0000 2018,1.0,0.0,0.0,"Marrying a Syrian means breaking up with America, writes Anna Lekas Miller for @CNNOpinion https://t.co/I59xCsE5pp https://t.co/1PEt45Z5yg",237,@CNN
-0.296,Wed Jun 27 22:12:55 +0000 2018,0.885,0.115,0.0,"Secretary of State Mike Pompeo tells US lawmakers that North Korea remains a nuclear threat, but defends President… https://t.co/SEujGpN7RL",238,@CNN
0.0,Wed Jun 27 22:02:00 +0000 2018,1.0,0.0,0.0,"""Every time I'm talking with my mom, and she gives the phone to my baby brother, he doesn't know who I am.""

After… https://t.co/7L2mOZu40d",239,@CNN
-0.4767,Wed Jun 27 21:55:04 +0000 2018,0.829,0.171,0.0,"Broward County, where the Parkland attack happened, votes to put armed personnel in every school… https://t.co/tkE3SSn5MK",240,@CNN
0.3612,Wed Jun 27 21:48:08 +0000 2018,0.815,0.0,0.185,"President Trump: When considering tariffs, think like a Harley-Davidson rider https://t.co/YytoocOaPb (via… https://t.co/NVgkt4rF0l",241,@CNN
0.0,Wed Jun 27 21:41:06 +0000 2018,1.0,0.0,0.0,"November is going to be a referendum on Trump, writes Errol Louis for @CNNOpinion https://t.co/xaQHAlTLG4 https://t.co/lAfobHCpZe",242,@CNN
0.5106,Wed Jun 27 21:34:07 +0000 2018,0.829,0.0,0.171,Migrant rescue ship Lifeline to dock in Malta after being stranded for 5 days in the Mediterranean… https://t.co/I42dGGKx3t,243,@CNN
0.0516,Wed Jun 27 21:27:04 +0000 2018,0.708,0.142,0.151,"When one of his customers was choking, this Chick-fil-A employee stepped in to save him https://t.co/48G98T9vMe https://t.co/1y9RX8QOTG",244,@CNN
0.0,Wed Jun 27 21:20:06 +0000 2018,1.0,0.0,0.0,"Meet Alexandria Ocasio-Cortez, the 28-year-old Latina and Democratic socialist who is now a new face for the Democr… https://t.co/EnfaxwgKvZ",245,@CNN
0.0,Wed Jun 27 21:13:03 +0000 2018,1.0,0.0,0.0,Here's everything you need to know about tonight's Strawberry Moon https://t.co/X51oi9eWCg https://t.co/HwR8rcSMEm,246,@CNN
0.4939,Wed Jun 27 21:06:07 +0000 2018,0.802,0.0,0.198,A man who couldn't swim sacrifices his life to save a boy from drowning https://t.co/WZcEuIuPkZ https://t.co/cFfikmBGY4,247,@CNN
0.0,Wed Jun 27 20:59:08 +0000 2018,1.0,0.0,0.0,Why I'm burying a beer can in the backyard https://t.co/QaDmBv89Dg (via @CNNOpinion) https://t.co/QjtqRjVc45,248,@CNN
0.0,Wed Jun 27 20:52:05 +0000 2018,1.0,0.0,0.0,Could life exist on Saturn's moon Enceladus? https://t.co/zOZbFyHXy5 https://t.co/tjHGMOnDQB,249,@CNN
-0.8074,Wed Jun 27 20:45:05 +0000 2018,0.601,0.399,0.0,Texas steel pipe manufacturer becomes casualty of President Trump's trade war https://t.co/GOaXARleoc https://t.co/WKs6n7eZFV,250,@CNN
0.5574,Wed Jun 27 20:38:11 +0000 2018,0.825,0.0,0.175,Senate Judiciary Chairman Chuck Grassley dismisses calls by Democrats to punt on a Supreme Court nominee until afte… https://t.co/2B6PN5vYOD,251,@CNN
0.6908,Wed Jun 27 20:26:00 +0000 2018,0.659,0.0,0.341,"Democratic congressional candidate Alexandria Ocasio-Cortez endorses New York gubernatorial hopeful Cynthia Nixon,… https://t.co/CflSvxUXkE",252,@CNN
0.0,Wed Jun 27 20:19:05 +0000 2018,1.0,0.0,0.0,Democratic Sen. Dianne Feinstein urges Congress to wait until after the midterm elections to select a replacement f… https://t.co/Wgnd7tE6op,253,@CNN
0.6597,Wed Jun 27 20:12:04 +0000 2018,0.69,0.0,0.31,Justice Anthony Kennedy's retirement just confirmed every Republican's dream scenario for President Trump… https://t.co/Hyc8OoSgai,254,@CNN
0.5267,Wed Jun 27 20:05:08 +0000 2018,0.841,0.0,0.159,Senate Majority Leader Mitch McConnell says his chamber will work to replace Justice Anthony Kennedy before the mid… https://t.co/hTIcbbfWmh,255,@CNN
0.7906,Wed Jun 27 19:56:04 +0000 2018,0.611,0.0,0.389,These are potential Supreme Court nominees that could replace Justice Kennedy https://t.co/6zYySjh2dJ https://t.co/0en7ks7H7U,256,@CNN
-0.2924,Wed Jun 27 19:49:06 +0000 2018,0.897,0.103,0.0,"""They are conservative ideologues, not mainstream jurists. We cannot and will not accept them to serve on the highe… https://t.co/1MbxoP3I2A",257,@CNN
-0.4449,Wed Jun 27 19:42:00 +0000 2018,0.867,0.133,0.0,"""Our Republican colleagues in the Senate should follow the rule they set in 2016 — not to consider a Supreme Court… https://t.co/hLVPGqvI4b",258,@CNN
0.5267,Wed Jun 27 19:35:06 +0000 2018,0.746,0.0,0.254,Read Justice Anthony Kennedy's retirement letter to President Trump https://t.co/ayuwi97MR2 https://t.co/xlWFrpWZaB,259,@CNN
0.5859,Wed Jun 27 19:28:41 +0000 2018,0.758,0.0,0.242,"Republican Sen. Chuck Grassley hails Justice Kennedy's service, saying he is a ""staunch defender of First Amendment… https://t.co/X1AXlSA5i8",260,@CNN
0.0258,Wed Jun 27 19:21:09 +0000 2018,0.729,0.134,0.138,Democratic Sen. Dick Durbin has called on the Senate to wait to consider Trump's nominee to replace Justice Kennedy… https://t.co/MCnrcADQS6,261,@CNN
0.4404,Wed Jun 27 19:14:06 +0000 2018,0.861,0.0,0.139,"""Now we’ll have to find a worthy successor."" Republican Sen. Lindsey Graham says President Trump has a lot of ""good… https://t.co/h6wPu3lo2G",262,@CNN
0.5267,Wed Jun 27 19:07:00 +0000 2018,0.861,0.0,0.139,President Trump says he has a list of 25 people that will be considered to replace Justice Anthony Kennedy on the S… https://t.co/pzUY6F4e9W,263,@CNN
0.9022,Wed Jun 27 19:00:01 +0000 2018,0.605,0.0,0.395,"""He’s been a great justice of the Supreme Court."" President Trump took a few moments to address the retirement of S… https://t.co/222pifAMgX",264,@CNN
0.6486,Wed Jun 27 18:53:00 +0000 2018,0.762,0.0,0.238,"""We will vote to confirm Justice Kennedy's successor this fall,"" says Majority Leader Sen. Mitch McConnell after Ju… https://t.co/jjzm56eBil",265,@CNN
